ID,HERO_ID,SCENE_ID,SCENE_OPTION,PREFAP,BG,START_ANI
1,1006801,32,1006801
2,1021000201,32,1021000201
3,1011001401,32,1011001401
4,1011000501,32,1011000501
5,1011002201,32,1011002201
6,1021003901,32,1021003901
7,1007001,32,1007001
8,1007101,32,1007001
9,1007201,22,50024
10,1011003601,32,1011003601
11,1011003401,32,1011003401
12,1011001801,32,1011001801
13,1006901,13,19
14,1007301,13,19
15,1007401,13,19
16,1011002101,32,1011002101
17,1011004501,32,1011004501
18,1011006301,32,1011006301
19,1007501,13,19
20,1007601,13,19
21,1007701,13,19
22,1007801,22,50024
23,1041000101,32,1041000101
24,1021002301,32,1021002301
25,1021003001,32,1021003001
26,1011003101,32,1011003101
27,1021004901,32,1021004901
28,1007901,22,50024
29,1031000301,32,1031000301
30,1031001001,32,1031001001
31,1011003701,32,1011003701
32,1031002701,32,1031002701
33,1008001,22,50024
34,1031000701,32,1031000701
35,1011004801,32,1011004801
36,1011002001,32,1011002001
37,1011004601,32,1011004601
38,1021003501,32,1021003501
39,1021002401,32,1021002401
40,1008101,22,50024
41,1008201,22,50024
42,1011001501,32,1011001501
43,1021003201,32,1021003201
44,1021003101,32,1021003101
45,1011007801,32,1011007801
46,1021001901,32,1021001901
47,1011003301,32,1011003301
48,1008401,26,84
49,1008601,26,86
50,1008701,26,87
51,1008501,26,85
52,1008801,26,88
53,1008301,26,83
54,1011005101,32,1011005101
55,1011004701,32,1011004701
56,1008901,26,89
57,1009001,26,90
58,1011007901,32,1011007901
59,1021001601,32,1021001601
60,1021000901,32,1021000901
61,1021000401,32,1021000401
62,1002801,26,28
63,1009101,26,91
64,1009201,26,92
65,1009301,26,93
66,1009401,26,94
67,1009501,26,95
68,1009601,26,96
69,1009701,26,97
70,1011002801,32,1011002801
71,1011009101,32,1011009101
72,1011009201,32,1011009201
73,1011009401,32,1011009401
74,1004101,26,41
75,1010501,26,105
76,1010601,26,106
77,1010201,26,102
78,1010301,26,103
79,1010401,26,104
80,1009801,26,98
81,1021000801,32,1021000801
82,1011005701,32,1011005701
83,1011006701,32,1011006701
84,1010701,26,107
85,1010801,26,108
86,1010901,26,109
87,1051000101,32,1051000101
88,1011005201,32,1011005201
89,1011002501,32,1011002501
90,1011008701,32,1011008701
91,1011006801,32,1011006801
92,1011601,26,116
93,1011301,26,113
94,1011001,26,110
95,1011101,26,111
96,1011201,26,112
97,1011401,26,114
98,1011501,26,115
99,1021003801,32,1021003801
100,1011007001,32,1011007001
101,1021006301,32,1021006301
102,1011701,26,117
103,1011801,26,118
104,1011901,26,119
105,1031003501,32,1031003501
106,1021003401,32,1021003401
107,1011004001,32,1011004001
108,1031003201,32,1031003201
109,1011011101,32,1011011101
110,1012001,26,120
111,1012101,26,121
112,1012201,26,122
114,1021003601,32,1021003601
115,1021000501,32,1021000501
116,1021001102,32,1021001102
117,1021001201,32,1021001201
118,1011008201,32,1011008201
119,1012501,26,125
120,1012301,26,123
121,1012401,26,124
122,1012601,26,126
123,1012901,26,129
124,1012801,26,128
125,1012701,26,127
126,1011008801,32,1011008801
127,1011011401,32,1011011401
128,1013001,26,130
129,1013101,26,131
130,1013201,26,132
131,1013301,26,133
132,1013401,26,134
133,1013501,26,135
134,1041001001,32,1041001001
135,1011013501,32,1011013501
136,1021004201,32,1021004201
137,1011007501,32,1011007501,sv_Thanos01_S01_Lobby,Lobby_thanos.png
138,1013601,26,136
139,1013701,26,137
140,1013801,26,138
141,1021004601,32,1021004601
142,1011011901,32,1011011901
143,1011006601,32,1011006601
144,1013901,26,139
145,1014001,26,140
146,1014101,26,141
147,1014201,26,142
148,1011012501,32,1011012501
149,1011012301,32,1011012301
150,1011012701,32,1011012701
151,1011012801,32,1011012801
152,1031000801,32,1031000801
153,1031000201,32,1031000201
154,1021001401,32,1021001401
155,1011010601,32,1011010601
156,1014301,26,143
157,1014401,26,144
158,1014501,26,145
159,1014601,26,146
160,1014701,26,147
161,1014801,26,148
162,1014901,26,149
163,1015001,26,150
164,1011006101,32,1011006101
165,1011011301,32,1011011301
166,1015101,26,151
167,1015201,26,152
168,1011009501,32,1011009501
169,1031003001,32,1031003001
170,1041003201,32,1041003201
171,1015301,32,153
172,1021003701,32,1021003701
173,1011015501,32,1011015501
174,1011015401,32,1011015401
175,1015601,26,156
176,1015501,26,155
177,1015401,26,154
178,1015701,26,157
179,1015801,26,158
180,1015901,26,159
181,1016001,26,160
182,1021012301,32,1021012301
183,1021012501,32,1021012501
184,1021007501,32,1021007501
185,1041000301,32,1041000301
186,1061000101,32,1061000101
187,1051001001,32,1051001001
188,1041000801,32,1041000801
189,1011006901,32,1011006901
190,1011007401,32,1011007401
191,1031003101,32,1031003101
192,1041000701,32,1041000701
193,1031001101,32,1031001101
194,1011014001,32,1011014001
195,1041002701,32,1041002701
196,1031003601,32,1031003601
197,1031000501,32,1031000501
198,1021002801,32,1021002801
199,1021004501,32,1021004501
200,1011007301,32,1011007301
201,1011007701,32,1011007701
202,1031004901,32,1031004901
203,1021005101,32,1021005101
204,1011016201,32,1011016201
205,1021005001,32,1021005001
206,1016101,26,161
207,1016201,26,162
208,1016301,26,163
209,1011014201,32,1011014201
210,1011015801,32,1011015801
211,1016401,26,164
212,1016501,26,165
213,1016601,26,166
214,1016701,26,167
215,1016801,26,168
216,1011012101,32,1011012101
217,1011013901,32,1011013901
218,1011010901,32,1011010901
219,1031001401,32,1031001401
220,1031002301,32,1031002301
221,1016901,26,169
222,1017001,26,170
223,1017101,26,171
224,1017201,26,172
225,1011015901,32,1011015901
226,1011016001,32,1011016001
227,1011015101,32,1011015101
228,1011012901,32,1011012901
229,1017301,26,173
230,1017401,26,174
231,1017501,26,175
232,1017601,26,176
233,1017701,26,177
234,1017801,26,178
235,1021008201,32,1021008201
236,1011015301,32,1011015301
237,1011006501,32,1011006501
238,1011008001,32,1011008001
239,1017901,26,179
240,1018001,26,180
241,1018101,26,181
242,1018201,26,182
243,1018301,26,183
244,1018401,26,184
246,1021011401,32,1021011401
247,1021005501,32,1021005501
248,1011011001,32,1011011001
249,1031002601,32,1031002601
250,1011018501,32,1011018501
251,1021004801,32,1021004801
252,1011018601,32,1011018601
253,1018701,26,187
254,1018501,26,185
255,1018601,26,186
256,1018901,26,189
257,1019001,26,190
258,1018801,26,188
259,1031012501,32,1031012501
260,1011016401,32,1011016401
261,1011017401,32,1011017401
262,1031007501,32,1031007501,sv_thanos01_S03_Lobby,,idle_start
263,1071000101,32,1071000101
264,1051000701,32,1051000701
265,1051000301,32,1051000301
266,1041000201,32,1041000201
267,1041002301,32,1041002301
268,1051002701,32,1051002701
269,1041004901,32,1041004901
270,1041000501,32,1041000501
271,1021004701,32,1021004701
272,1081000101,32,1081000101
273,1061000701,32,1061000701
274,1061000301,32,1061000301
275,1051000201,32,1051000201
276,1061002701,32,1061002701
277,1051004901,32,1051004901
278,1051000501,32,1051000501
279,1031004701,32,1031004701
280,1019101,26,191
281,1061000801,32,1061000801
282,1041002601,32,1041002601
283,1051000801,32,1051000801
284,1011012401,32,1011012401
285,1011012601,32,1011012601
286,1011016701,32,1011016701
287,1021012701,32,1021012701
288,1019201,26,192
289,1019401,26,194
290,1019301,26,193
291,1061001001,32,1061001001
292,1071001001,32,1071001001
293,1011013401,32,1011013401
294,1011013601,32,1011013601
295,1019501,26,195
296,1019601,26,196
297,1019701,26,197
298,1011017901,32,1011017901
299,1011018001,32,1011018001
300,1011018101,32,1011018101
301,1011018201,32,1011018201
302,1019801,26,198
303,1019901,26,199
304,1020001,26,200
305,1031012301,32,1031012301
306,1021015801,32,1021015801
307,1021016001,32,1021016001
308,1020101,26,201
309,1020201,26,202
310,1020301,26,203
311,1031012301,32,1031012301
312,1021015801,32,1021015801
313,1021016001,32,1021016001
314,1011015701,32,1011015701
315,1011019801,32,1011019801
316,1020101,26,201
317,1020201,26,202
318,1020301,26,203
319,1021015301,32,1021015301
320,1011017601,32,1011017601
321,1011017801,32,1011017801
